state,district,week_index,week,pred_bio,pred_demo,pred_enrol,forecast_step
Himachal Pradesh,Lahul and Spiti,21,53,40.240655822531686,22.850846025351785,0.03222131890965543,1
Uttarakhand,Garhwal,21,53,34.094631451964034,41.38263968013295,0.07048725661534314,1
Maharashtra,Gondia,21,53,37.24476988424361,42.89227806064909,0.020682790252907868,1
Chhattisgarh,Janjgir - Champa,21,53,16.62761826144809,21.798749016814018,0.04189408336501764,1
Assam,Bajali,21,53,0.8388864239627899,106.94609128658705,0.0,1
Bihar,Monghyr,21,53,3.3630867915902543,23.240498150552018,0.033773727451046155,1
Assam,Tamulpur District,22,53,3.023431933851443,148.15006702767346,0.01390643731772744,1
Himachal Pradesh,Lahul & Spiti,22,53,28.89610351889584,20.89771878993068,0.0,1
Arunachal Pradesh,Dibang Valley,22,53,2.7345086979117217,10.275209275600597,0.0,1
Bihar,Bhabua,22,53,2.6780389502779,7.987725428652692,0.0,1
Assam,Dima Hasao,22,53,2.3602782254452226,27.16178373068916,0.0,1
Arunachal Pradesh,Kamle,23,53,1.134969276462374,3.3362325694157877,0.0,1
Sikkim,North,23,53,4.255387962097325,15.435265054013477,0.0,1
Odisha,NUAPADA,23,53,6.964509234152929,22.767796840020925,0.0,1
Karnataka,Bengaluru South,23,53,6.902676566327556,439.68886339084304,0.07058296775555213,1
Andaman & Nicobar Islands,Andamans,23,53,38.464518348276634,62.54564173531666,0.11723239845592627,1
Bihar,Aurangabad(bh),24,53,11.218855102220594,48.77793720927716,0.0,1
Telangana,Jangaon,24,53,8.79879488038546,35.64694779282641,0.1064189601060663,1
Uttarakhand,Hardwar,24,53,64.3833572176263,142.05580157075056,0.1206447157741926,1
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,24,53,5.930913198426327,27.68240803132804,0.0,1
Uttar Pradesh,Jyotiba Phule Nagar,24,53,11.864083923511753,63.57249649014737,0.03531285820722863,1
Meghalaya,Eastern West Khasi Hills,25,53,0.6751670678590844,13.042799599181567,0.0,1
Dadra & Nagar Haveli,Dadra & Nagar Haveli,25,53,13.770474409554724,16.144513624670363,0.0016840119963988777,1
Chhattisgarh,Sarangarh-Bilaigarh,25,53,40.15509450984687,1339.6278979019273,0.007357945710011004,1
Gujarat,Banas Kantha,25,53,23.084838474904952,43.259701770794784,0.04145816929453917,1
Punjab,Nawanshahr,25,53,371.80885482270935,266.75222474496366,0.13257959460402974,1
Tripura,Dhalai  *,25,53,9.91365761670684,32.99552465499954,0.08501130929563526,1
Arunachal Pradesh,Anjaw,25,53,8.044367951508502,14.561457079505514,0.0,1
Maharashtra,Gondiya *,25,53,51.69221914574537,90.40032056551838,0.0,1
Arunachal Pradesh,Shi-yomi,25,53,5.4995859954739075,10.146402247174779,0.0,1
Gujarat,Sabar Kantha,25,53,33.010308002593646,56.584300788285766,0.17107013439095844,1
Gujarat,Surendranagar,25,53,26.13369059827322,76.14380169540814,0.024828960494163606,1
Bihar,Samstipur,25,53,7.961463354015624,25.72704902656475,0.0,1
Madhya Pradesh,Pandhurna,25,53,11.55988590553552,70.3370811816122,0.026785586685538616,1
Bihar,Purba Champaran,25,53,15.668609895092338,63.04139858543415,0.09977714692311969,1
Dadra and Nagar Haveli and Daman and Diu,Daman,26,53,4.2306823881619575,95.86340169745972,0.022052794655614837,1
Daman and Diu,Diu,26,53,20.677819835994608,27.099458193501363,0.04405349937118325,1
Delhi,Najafgarh,26,53,12.644542448029151,15.419726827453205,0.016761419312454128,1
Andhra Pradesh,K.V.Rangareddy,26,53,18.432836961287812,42.5096902376262,0.008936737659931596,1
Arunachal Pradesh,Lower Siang,26,53,2.8169707390244714,8.292952718363983,0.0,1
Assam,Sribhumi,26,53,11.576328881135167,712.8491627144199,0.004860122553244054,1
West Bengal,Hugli,26,53,15.84501548258353,105.53711382976934,0.06538879460581563,1
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,26,53,10.161839402372026,714.3706909091909,0.157803813935175,1
Rajasthan,Dhaulpur,26,53,12.05699113001791,35.595399279597075,0.03637696819908566,1
Bihar,Pashchim Champaran,26,53,16.652524821324757,67.26225542495277,0.0,1
Maharashtra,Nandurbar *,26,53,29.88566799264242,25.22269497295571,0.058475785024884715,1
Andaman and Nicobar Islands,Nicobar,26,53,21.244843818051066,17.693318065465462,0.01718601823613813,1
Gujarat,Panch Mahals,27,53,9.098180470621394,46.61505876937555,0.0,1
Telangana,Medchal−malkajgiri,27,53,305.67296858397594,123.00452057943862,0.04245486730021366,1
Uttar Pradesh,Bulandshahar,27,53,9.74743662606155,58.435474390078355,0.13784528494552878,1
Arunachal Pradesh,Upper Siang,27,53,31.38036837960521,29.524379774531155,0.0,1
Nagaland,Shamator,28,53,1.9002189390511304,16.15433183267524,0.07878348166922167,1
Arunachal Pradesh,Siang,28,53,18.9131693159217,20.985948134663243,0.10799496179056983,1
Haryana,Yamunanagar,28,53,20.020619904066834,21.70402287117436,0.0,1
Mizoram,Mammit,28,53,7.303086360436584,16.010461937919946,0.0,1
Delhi,South East Delhi,28,53,4.557033560877347,93.69846396754272,0.02670308353079678,1
Arunachal Pradesh,Lower Dibang Valley,28,53,18.609010384057996,35.153504187578896,0.052192728091744744,1
Arunachal Pradesh,Kurung Kumey,29,53,12.59663535024602,9.999488537024263,0.079674725238237,1
Arunachal Pradesh,Upper Subansiri,29,53,16.06825100345414,30.64415415757372,0.08434394477322212,1
Chhattisgarh,Gaurela-pendra-marwahi,29,53,21.600568738631637,259.8925646871504,0.0,1
Mizoram,Mamit,29,53,16.698818630401323,40.16674068021983,0.0,1
Mizoram,Serchhip,29,53,15.985566940137952,30.643387434669584,0.0,1
Maharashtra,Dharashiv,29,53,6.932149935722228,267.6013649545922,0.03235319736048443,1
Nagaland,Chumukedima,29,53,4.235122702251654,46.411913956173464,0.05240340367735627,1
Maharashtra,Mumbai( Sub Urban ),29,53,252.41300103832754,384.23528380877144,0.02453828888297689,1
Tamil Nadu,Ranipet,29,53,9.246764430333261,83.29487768641054,0.017652344430473827,1
Arunachal Pradesh,Kra Daadi,29,53,6.569869281784383,9.251844800200558,0.0,1
Arunachal Pradesh,Tirap,29,53,10.225220255105745,30.46663368394581,0.06042014699448433,1
Ladakh,Leh,29,53,31.83252581889316,158.99254344314107,0.0622479537268444,1
Chhattisgarh,Khairagarh Chhuikhadan Gandai,29,53,7.42703281772342,557.4731189664767,0.04204545809265816,1
Manipur,Jiribam,30,53,8.948502094680956,61.01068162178756,0.0,1
Manipur,Kakching,30,53,13.855250152853333,104.4549953133213,0.04894406584196387,1
Himachal Pradesh,Kullu,30,53,1411.255515005779,490.21642610400573,0.1264727240562483,1
Meghalaya,North Garo Hills,30,53,10.597727359328442,75.04344398974044,0.0056439829353565054,1
Delhi,New Delhi,30,53,45.63509908463431,173.89330152794614,0.084550991884464,1
Meghalaya,South Garo Hills,30,53,19.980816979027402,66.1356187980121,1.346701446456239,1
Himachal Pradesh,Kinnaur,30,53,42.94875607151097,76.75799309099874,0.06574159293328316,1
Nagaland,Longleng,30,53,14.89950494195112,25.087763437750525,0.06099105838603207,1
Karnataka,Gadag *,30,53,17.848178637300897,34.91966020052481,0.0923571699041981,1
Arunachal Pradesh,Tawang,30,53,20.76657513149228,29.0263054081801,0.019094162901868144,1
Odisha,Anugul,30,53,29.869933770460456,79.23793806362221,0.05229899358560293,1
West Bengal,North Dinajpur,30,53,15.373366353298943,227.7164897131268,0.02562507240304241,1
Arunachal Pradesh,Namsai,30,53,47.589434942743445,60.9116665438423,0.0,1
Madhya Pradesh,Niwari,30,53,19.24889078255943,85.9406753165975,0.08020759485859225,1
Andaman and Nicobar Islands,South Andaman,30,53,124.90201518893325,217.28449361286428,0.06275042937485444,1
Jharkhand,Sahibganj,30,53,28.418573738524294,103.3175441441249,0.13028355466544936,1
Arunachal Pradesh,Lohit,30,53,42.305697241031986,51.22446802277857,0.014672243238883127,1
Uttarakhand,Champawat,31,53,1132.0943954891072,600.925399530824,0.024486811968688734,1
Madhya Pradesh,Mauganj,31,53,13.573158050768912,198.11869661958016,0.0,1
Madhya Pradesh,Maihar,31,53,26.341397457609077,194.9436557137326,0.04635357323581769,1
Jammu and Kashmir,Samba,31,53,256.492329340969,201.24834515819686,0.20341648718770636,1
Jammu and Kashmir,Shupiyan,31,53,292.7527434086757,219.26079614857582,0.006318739385606944,1
Jammu and Kashmir,Reasi,31,53,469.48642824502105,350.47773256047674,0.12857355810125023,1
Jammu and Kashmir,Ramban,31,53,1338.8140932905358,412.78877516752135,0.0,1
Odisha,Subarnapur,31,53,40.60790944775802,149.9400171577962,0.039055883053993955,1
Jammu and Kashmir,Kulgam,31,53,707.6313727545344,335.9991264875786,0.1297972041833289,1
Punjab,S.A.S Nagar(Mohali),31,53,33.67226441804641,162.80026851258702,0.0411719083931816,1
Karnataka,Bagalkot *,31,53,34.40693802759041,58.66190890689916,0.0,1
Jammu and Kashmir,Udhampur,31,53,1210.5911708397648,669.3374535578259,0.0943778710748717,1
Arunachal Pradesh,East Kameng,31,53,14.858925534609305,25.550596535960008,0.0,1
Kerala,Kasargod,31,53,35.14369776279041,121.56174460417475,0.021635121541984454,1
Bihar,Purnea,31,53,43.61286358725715,111.64040525175548,0.0,1
Maharashtra,Bid,31,53,303.5385561739629,597.1975775253785,0.09719012492237272,1
Punjab,Firozpur,31,53,247.0408491748551,320.55379712632043,0.0,1
Madhya Pradesh,Harda *,31,53,91.60127625254715,88.39695534889239,0.04144069649500748,1
Arunachal Pradesh,West Siang,31,53,30.252559072405333,55.40692636591325,0.024137576625788658,1
Arunachal Pradesh,West Kameng,31,53,64.61156883658946,55.56981242752002,0.0,1
Odisha,Baudh,31,53,39.61315208330338,56.41945617616553,0.07574742013816661,1
Meghalaya,South West Garo Hills,31,53,43.44079397745037,171.17188234305996,0.15373026817919508,1
Karnataka,Chikkamagaluru,31,53,429.6844001360111,455.79026700392365,0.14358527394989823,1
Karnataka,Chikmagalur,31,53,20.600724269365394,36.27575030981754,0.0,1
West Bengal,Kalimpong,31,53,14.071985491089555,179.78279084445808,0.0,1
Sikkim,North Sikkim,31,53,9.193115034231079,12.693073886814178,0.0,1
Himachal Pradesh,Chamba,31,53,1382.5860378615107,635.5150975106484,0.09738381469424595,1
Sikkim,South Sikkim,31,53,11.030912124219041,37.72814301631825,0.0,1
Mizoram,Kolasib,31,53,28.43095945829149,61.414294433575066,0.04703198088913317,1
Nagaland,Peren,31,53,21.48806259214217,50.21672800105442,0.09425371219047943,1
Karnataka,Haveri *,31,53,18.85228934892246,43.22427658948647,0.0,1
Nagaland,Noklak,31,53,5.6958716581427575,13.453817496150185,0.031790562128799306,1
Nagaland,Mokokchung,31,53,44.01768929519885,60.55298801010764,0.01542869679706228,1
Jammu and Kashmir,Anantnag,31,53,1584.3758864501272,1294.4481932497924,0.7317554443390222,1
Jammu and Kashmir,Kishtwar,31,53,579.7411590530448,233.48145284946517,0.06166145666485417,1
Bihar,Munger,32,53,1345.5659805436098,1398.8565487640494,0.0,1
Bihar,Madhubani,32,53,4414.627061888846,3138.766571633395,0.0,1
Madhya Pradesh,Mandsaur,32,53,1616.767287681658,1003.312856638174,0.015270254530126058,1
Tamil Nadu,Sivaganga,32,53,3100.9314399903374,1313.2521197367223,0.0,1
Jharkhand,Palamu,32,53,1519.8971817633587,1949.0610809204431,0.02926747798433102,1
Assam,Marigaon,32,53,748.7911851144647,1747.771025429176,0.0882598238340348,1
Jharkhand,Pashchimi Singhbhum,32,53,132.02368805680612,326.14041831666094,0.0,1
West Bengal,West Midnapore,32,53,341.8448032678502,1350.1932650601166,0.0,1
Chhattisgarh,Jashpur,32,53,4082.047447453568,2424.1695197194736,0.0,1
Bihar,Jamui,32,53,2202.8016758452013,1704.215342481848,0.0,1
Uttarakhand,Almora,32,53,1603.4455636119571,847.8756135617538,0.005590528720350019,1
Maharashtra,Jalna,32,53,5640.826185849169,3067.822289152113,0.0030626949188952714,1
Maharashtra,Jalgaon,32,53,9676.83673785054,4404.435364171436,0.10620298837113935,1
Chhattisgarh,Janjgir-champa,32,53,7315.853604450526,3672.295959988653,0.11632048562951817,1
Uttarakhand,Chamoli,32,53,1415.739817135551,483.41804282320106,0.0,1
Andhra Pradesh,Vizianagaram,32,53,4730.07502502196,2071.8460913853446,0.00016593183444000632,1
Uttar Pradesh,Auraiya,32,53,1569.9933200219418,1594.9427709837357,0.0,1
Gujarat,Anand,32,53,2650.9152558973456,1280.2809316482105,0.023418427757121756,1
Jharkhand,Garhwa *,32,53,31.82825027739031,98.10771255161619,0.0,1
Tamil Nadu,Chengalpattu,32,53,261.0860042828445,1033.9221677530677,0.02321319023911178,1
Gujarat,Amreli,32,53,1662.0923011925352,1019.1156447597623,0.0,1
Uttar Pradesh,Azamgarh,32,53,4602.561851476492,3463.653449797297,0.011802508308255055,1
Karnataka,Haveri,32,53,1660.547800000054,1168.673094534984,0.0003996224109911201,1
Nagaland,Kohima,32,53,137.58945522196274,80.23890447434955,0.0,1
Madhya Pradesh,Tikamgarh,32,53,2726.2306985853706,1265.4369230771958,0.0,1
Nagaland,Mon,32,53,61.91879339883039,128.89181319147832,0.011218414152453332,1
Gujarat,Arvalli,32,53,735.9568982276103,460.578387886267,0.014590550461200977,1
Uttar Pradesh,Amroha,32,53,2948.1324270623186,2174.6612401576167,0.0,1
Karnataka,Hassan,32,53,1348.6681612949014,998.4168903452951,0.0,1
Punjab,Tarn Taran,32,53,1599.5063412353259,868.4329742985757,0.006691039096906812,1
Jammu and Kashmir,Budgam,32,53,694.2671703328507,294.43798996217777,0.0628846629780341,1
Uttar Pradesh,Ayodhya,32,53,207.89468483974866,753.3757737004303,0.0,1
Madhya Pradesh,Dewas,32,53,2908.844300037953,998.9666467823359,0.0032602506893727153,1
Uttar Pradesh,Baghpat,32,53,1538.3667061226906,1750.6655970007955,0.0021094729284523756,1
Nagaland,Dimapur,32,53,781.0106772929125,251.04395051024218,0.0,1
Andhra Pradesh,Karim Nagar,32,53,23.65534032664267,60.61461491502302,0.0,1
Karnataka,Kalaburagi,32,53,2160.090198377794,919.6968272954094,0.0,1
Bihar,Katihar,32,53,3967.399974369136,2991.8845299167924,0.0332306290291449,1
West Bengal,Hooghly,32,53,2362.2788275181674,4389.458658881446,0.0018175127108854962,1
Uttar Pradesh,Ambedkar Nagar,32,53,2398.5577281463097,1636.3476178218593,0.0,1
Karnataka,Hasan,32,53,326.8719712170823,432.3409327114659,0.026810825641115713,1
Tamil Nadu,Chennai,32,53,6135.558806988734,3204.602285193961,0.004900546619964412,1
Haryana,Yamuna Nagar,32,53,2513.316160279333,1175.348198822925,0.0,1
Uttar Pradesh,Amethi,32,53,2852.1438588930423,2232.357772935379,0.0,1
Assam,Karbi Anglong,32,53,1184.002289209276,981.898897248958,0.0,1
Bihar,Sitamarhi,32,53,3307.19193169955,2574.8794448820518,0.0,1
Andhra Pradesh,Anakapalli,32,53,75.78671051755035,791.6966264435888,0.028028156916641754,1
Nagaland,Kiphire,32,53,20.160179679724067,50.45291311650014,0.0,1
Gujarat,Ahmadabad,32,53,662.933638289375,434.3121582615561,0.0,1
Uttar Pradesh,Ballia,32,53,3128.897722809781,2593.7164259507235,0.0,1
Uttar Pradesh,Bahraich,32,53,5173.159827141301,3285.2851063754088,0.19900564349342945,1
Sikkim,West Sikkim,32,53,10.517021742007103,47.47214165434444,0.0,1
Bihar,Siwan,32,53,2585.064442762504,2536.509685741598,0.0,1
Madhya Pradesh,Ujjain,32,53,3533.262024581666,1640.7527276075996,0.0,1
Madhya Pradesh,Singrauli,32,53,1449.5257315514077,997.2712212180957,0.0,1
Andhra Pradesh,Parvathipuram Manyam,32,53,87.31783573148631,409.28493256340914,0.0,1
Bihar,Bhagalpur,32,53,2826.564537348748,2826.717066682167,0.0,1
Uttar Pradesh,Allahabad,32,53,5213.2036694926965,4131.882976555857,0.03328665913278974,1
Rajasthan,Dholpur,32,53,1577.3837361766357,1736.0289012567282,0.023597250810543365,1
Karnataka,Gulbarga,32,53,2210.4362083173382,1092.5734579113173,0.0,1
Gujarat,Ahmedabad,32,53,6087.110113885133,4201.323580080126,0.2164483366790779,1
Tamil Nadu,Ariyalur,32,53,1581.5318127288006,823.021680915063,0.0,1
Sikkim,West,32,53,11.046308722996077,55.84928761043021,0.04515347233745454,1
Puducherry,Puducherry,32,53,699.7390137699729,549.7070674972078,0.0018294093983048834,1
Jharkhand,Garhwa,32,53,1323.196357420984,1224.2150453230483,0.015346482654108108,1
Karnataka,Kodagu,32,53,281.639097485084,566.3087674071053,0.08636374348436214,1
West Bengal,Haora,32,53,406.1731488352653,1795.2503778725886,0.016763975992608746,1
Assam,Darrang,32,53,788.7074545008911,1176.2822459161985,0.023274802378480373,1
Jammu and Kashmir,Pulwama,32,53,931.2470437101479,585.728672147805,0.012743473289865113,1
Mizoram,Saiha,32,53,14.169570732775703,32.527280993827596,0.08972805664939837,1
Goa,South Goa,32,53,759.7949396826873,646.1270143123268,0.003188028895008656,1
Karnataka,Kolar,32,53,2038.4794240775288,1104.349407157321,0.0,1
Uttar Pradesh,Banda,32,53,2421.1120952107626,1994.0849623573938,0.0,1
Uttar Pradesh,Aligarh,32,53,4810.888164185724,3175.1752273739107,0.0,1
Gujarat,Banaskantha,32,53,4408.080856048526,1904.0105300921346,0.15176475014776233,1
Madhya Pradesh,Dindori,32,53,1247.1303762952286,681.1255420373166,0.0,1
Madhya Pradesh,Dhar,32,53,2358.2784792721336,1666.4209576405474,0.0,1
Bihar,Sheikhpura,32,53,1031.4734944442089,817.9009593886678,0.0,1
Madhya Pradesh,Sidhi,32,53,1773.7817414436859,1085.3501123359197,0.0,1
West Bengal,Jalpaiguri,32,53,1639.23791436113,4835.278934501518,0.006170836010453441,1
West Bengal,Howrah,32,53,1240.9949775615748,2848.9900598681784,0.02736238892902842,1
Goa,North Goa,32,53,1150.0392896931005,633.932772025671,0.0,1
Uttar Pradesh,Barabanki,32,53,69.00276535823131,253.45419885805111,0.0,1
Uttar Pradesh,Bara Banki,32,53,4700.722354930916,2671.015351815001,0.04521985807361264,1
Bihar,Bhojpur,32,53,2299.7818728520047,2460.972716361165,0.05892155761462506,1
Andhra Pradesh,West Godavari,32,53,6523.462611789754,2755.864877726954,0.0,1
Jharkhand,East Singhbhum,32,53,1407.978848906413,1405.7180164746458,0.0033964328859089885,1
Jharkhand,Dumka,32,53,841.3928274414254,1260.0618998188836,0.027750390533052005,1
Bihar,Supaul,32,53,2421.4509885609386,2118.128388183749,0.0,1
Madhya Pradesh,Umaria,32,53,1105.7313479571803,635.9452790677182,0.06630461225942055,1
Assam,Goalpara,32,53,859.4319299468935,1491.0272598441945,0.029667683020064152,1
Jammu and Kashmir,Doda,32,53,1122.6737390039589,630.480479120358,0.03388438562687864,1
Tripura,Unakoti,32,53,360.3000421768529,173.5164422842752,0.06589925869922098,1
Puducherry,Karaikal,32,53,186.32499036266972,146.22220349768463,0.0,1
Uttar Pradesh,Agra,32,53,5816.698549213797,3933.129517329893,0.3022103388172809,1
Karnataka,Gadag,32,53,1205.0000020192992,913.493415834391,0.09864123674299835,1
Nagaland,Phek,32,53,48.548609764705695,38.3531806943572,0.018356560697818665,1
Tripura,West Tripura,32,53,2212.2110282976187,1481.0251172495716,0.0,1
Karnataka,Mandya,32,53,1416.1887019505912,1148.9023880931923,0.015691444160719763,1
Karnataka,Koppal,32,53,1643.9111662551377,1098.5717671635214,0.03183082892503456,1
Delhi,West Delhi,32,53,3279.985208274685,2739.3498455030613,0.0,1
Uttar Pradesh,Bareilly,32,53,5728.150220539783,4073.633409707535,0.06954245764762386,1
Mizoram,Lunglei,32,53,39.079051794543176,93.32230287998635,0.0013287646353400656,1
Uttar Pradesh,Basti,32,53,3075.899522648516,2460.612181200948,0.011201152366832598,1
Bihar,West Champaran,32,53,3689.5170413011574,4119.093184118502,0.021475166428777163,1
Bihar,Sheohar,32,53,901.646881552156,924.6809605089056,0.01220823342985062,1
Gujarat,Bhavnagar,32,53,2873.5328085501715,1577.392629263153,0.04355925508684846,1
Gujarat,Bharuch,32,53,1959.2838760283926,1215.8611979194611,0.0,1
Tripura,South Tripura,32,53,1378.1848611877813,932.1503957040785,0.03293184391600895,1
Haryana,Sirsa,32,53,2799.6871846275953,1391.124983144944,0.0,1
Assam,Nalbari,32,53,557.8552220584739,991.6716606360349,0.025292100065173743,1
Madhya Pradesh,Shivpuri,32,53,2729.7958116783893,1455.5024096718794,0.019874746555518748,1
Rajasthan,Ajmer,32,53,3696.3818019020528,2939.293052695234,0.0,1
Jammu and Kashmir,Ganderbal,32,53,410.7608019917643,288.3456331731619,0.06678569204887645,1
Andhra Pradesh,Anantapur,32,53,2832.458393774127,2140.5070293422364,0.004930271745494277,1
Rajasthan,Dungarpur,32,53,2747.912489436516,2129.0827189957367,0.0,1
Punjab,Shaheed Bhagat Singh Nagar,32,53,1026.7625510735077,312.895470605392,0.0,1
Bihar,Vaishali,32,53,3473.837392175014,2618.862689361713,0.00680478263202982,1
Punjab,Amritsar,32,53,2945.986268255775,1827.739960695331,0.001310929880450961,1
Uttar Pradesh,Bhadohi,32,53,55.287437011424196,380.5481094328304,0.0034062921207319474,1
Karnataka,Mysore,32,53,1336.249328088819,1003.6097908225493,0.0014369213113070384,1
